fullName,htmlUrl,apiUrl,description,language,stars,forks,archived,updatedAt,topics,searchQuery,pageStatus,pageVisitedAt,pageError
"annareddy1/Smilow-Dentistry-Database","https://github.com/annareddy1/Smilow-Dentistry-Database","https://api.github.com/repos/annareddy1/Smilow-Dentistry-Database","The Smilow Dentistry database streamlines operations by managing patient records, employee data, insurance details, and procedures. Extensive research identified key entities and relationships to optimize scheduling and billing. Continuous updates ensure alignment with evolving needs, enhancing service delivery and productivity.","","1","0","false","2024-04-29T03:06:14Z","dbms-project|express|hospital-management-system|nodejs|reactjs|sqlite","nodejs employee scheduling","200","2026-08-13T07:50:00.598Z",""
"andreadg97/Attendance-control-Web-App","https://github.com/andreadg97/Attendance-control-Web-App","https://api.github.com/repos/andreadg97/Attendance-control-Web-App","Attendance Control is a web app developed in NodeJS with javascript helpful for a company to keep track of their employees attendance based on their individual schedule. It allows employees to log in and register their attendance at work, which would be automatically categorized as ""in time"" or not. The data base was developed in Mongo DB.","JavaScript","1","0","false","2020-12-14T00:36:57Z","","nodejs employee scheduling","200","2026-08-13T07:50:00.376Z",""
"Mas-Pey/automatic-scheduling-app","https://github.com/Mas-Pey/automatic-scheduling-app","https://api.github.com/repos/Mas-Pey/automatic-scheduling-app","Automatic employee scheduling and management application with Vite, React, Tailwind, Typescript, and Nodejs","TypeScript","0","0","false","2025-11-08T13:28:38Z","","nodejs employee scheduling","200","2026-08-13T07:50:00.500Z",""
"shubhamnagota/geektrust-course-scheduling","https://github.com/shubhamnagota/geektrust-course-scheduling","https://api.github.com/repos/shubhamnagota/geektrust-course-scheduling"," The head of the Learning management system (LMS) has hired you as a consultant. The LMS team has the goal of upskilling the employees with the latest topics via courses. You need to help build a system to schedule and manage the courses. ","JavaScript","0","0","false","2023-03-09T11:29:56Z","backend|coding-challenge|course-scheduling|course-scheduling-geektrust|geektrust|geektrust-solutions|javascript|nodejs|shubhamnagota","nodejs employee scheduling","200","2026-08-13T07:50:00.540Z",""
"antoniosifov/factory-management-system","https://github.com/antoniosifov/factory-management-system","https://api.github.com/repos/antoniosifov/factory-management-system","Full-stack factory operations platform for employees, departments, shifts, authentication, and AI-assisted scheduling.","TypeScript","0","0","false","2026-08-11T20:13:39Z","ai-scheduling|expressjs|full-stack-development|jwt|mongodb|mongoose|nodejs|openai|reactjs|render|rest-api|typescript|vercel","nodejs employee scheduling","200","2026-08-13T07:50:00.326Z",""
"MateuszPodeszwa/Simple-Schedule-System","https://github.com/MateuszPodeszwa/Simple-Schedule-System","https://api.github.com/repos/MateuszPodeszwa/Simple-Schedule-System","Schedule Managing Software created to manage employees schedule and rota. Developed for Student Union Teesside University in Middlesbrough. Private Development.","JavaScript","0","0","false","2025-11-21T16:17:47Z","nodejs|onhold|planned|unfinished-project","nodejs employee scheduling","200","2026-08-13T07:50:00.509Z",""
"GurleenKSahota/cloud-customer-website-","https://github.com/GurleenKSahota/cloud-customer-website-","https://api.github.com/repos/GurleenKSahota/cloud-customer-website-","Full-stack grocery store platform with microservices, POS API, employee portal, and automated report scheduling, deployed on AWS with Terraform","JavaScript","0","0","false","2026-03-09T05:33:13Z","aws|cognito|express|nodejs|postgresql|rest-api|terraform","nodejs employee scheduling","200","2026-08-13T07:50:00.561Z",""
"andrewRCr/PetResort","https://github.com/andrewRCr/PetResort","https://api.github.com/repos/andrewRCr/PetResort","Full-stack employee portal for pet boarding operations with six interconnected domain models, visit lifecycle management from scheduling through billing, and two-tier role-based access control.","EJS","0","0","false","2026-02-16T18:23:17Z","bootstrap|embedded-javascript|express|mongodb|nodejs|typescript","nodejs employee scheduling","200","2026-08-13T07:50:00.429Z",""
"philberhane/EZ-Staff-Full-Stack","https://github.com/philberhane/EZ-Staff-Full-Stack","https://api.github.com/repos/philberhane/EZ-Staff-Full-Stack","An Employee Scheduling web app where the head of an organization may add events. The employees are then able to log in and accept available events. When arriving at the event, they can check in if within 50 meters. Built with NodeJS/Express, Express Handlebars, MongoDB, the Stripe API, and Google Maps API. Feel free to click the link and demo:","JavaScript","0","0","false","2020-07-24T00:01:21Z","","nodejs employee scheduling","200","2026-08-13T07:50:01.193Z",""
"JanardhanEJ/janardhanej1906-placement-cell","https://github.com/JanardhanEJ/janardhanej1906-placement-cell","https://api.github.com/repos/JanardhanEJ/janardhanej1906-placement-cell","Placement Cell Application is a full-stack web app which allows employees to manage student details, course scores and interview results. Employees can schedule interviews, mark results and export data to CSV for reporting.","JavaScript","0","0","false","2025-03-22T07:17:29Z","bcrypt|css|dotenv|express|express-ejs-layouts|express-session|fastcsv|html|javascript|mongodb|moongose|nodejs|passport","nodejs employee scheduling","200","2026-08-13T07:50:01.387Z",""
"tahirabbas11/TimeClock","https://github.com/tahirabbas11/TimeClock","https://api.github.com/repos/tahirabbas11/TimeClock","A comprehensive employee time management system built with Next.js 14 and TypeScript. Manage timesheets, schedules, departments, and leave requests with real-time updates.","TypeScript","0","0","false","2025-10-12T18:08:37Z","employee-management|employee-management-system|googleoauth|mysql|nextauth|nextjs|nodejs|prisma|resend-email|smtp|timeclock","nodejs employee scheduling","200","2026-08-13T07:50:01.123Z",""
"sohamghosh1762-max/nexus-contacts-pro","https://github.com/sohamghosh1762-max/nexus-contacts-pro","https://api.github.com/repos/sohamghosh1762-max/nexus-contacts-pro","NexusCorp AI CRM is a full-stack AI-powered enterprise CRM and workforce management platform built using the MERN stack. It features secure JWT authentication, employee management, attendance tracking, smart calendar scheduling, AI insights dashboard, and multi-user SaaS architecture.","JavaScript","0","0","false","2026-05-24T18:52:50Z","css3|expressjs|javascript|mongodb-atlas|nodejs|react|responsive-design|rest-api|vite","nodejs employee scheduling","200","2026-08-13T07:50:01.337Z",""
"AlexCovone/Helping-Hands","https://github.com/AlexCovone/Helping-Hands","https://api.github.com/repos/AlexCovone/Helping-Hands","Helping Hands is a full-stack web application built for Simply Serving that allows employees to seamlessly integrate work into their unique schedules and lifestyle.","CSS","0","0","false","2024-06-25T00:21:58Z","cloudinary|ejs|express|google-calendar-api|javascript|mongodb|mongoose|mvc|nodejs|passportjs|tailwindcss|twilio-api","nodejs employee scheduling","200","2026-08-13T07:50:01.122Z",""
"mwafrika/shift-plan-backend","https://github.com/mwafrika/shift-plan-backend","https://api.github.com/repos/mwafrika/shift-plan-backend","Shift Planner is a powerful web application designed to assist company owners in managing employee schedules and shift assignments. With Shift Planner, employers can easily create and manage shifts, and assign workers to those shifts with ease.","JavaScript","0","1","false","2023-12-07T17:15:54Z","expressjs|jwt-authentication|nodejs|socket-io","nodejs employee scheduling","200","2026-08-13T07:50:01.395Z",""
"masumislambadsha/zap-shift-client","https://github.com/masumislambadsha/zap-shift-client","https://api.github.com/repos/masumislambadsha/zap-shift-client","Zap-Shift Client is a front-end application for shift scheduling and workforce coordination that lets employees and managers view rosters, request swaps, and log clock-ins/clock-outs. The app provides calendar views, shift details, swap/cover request flows, and in-app notifications to simplify schedule management and communication.","TypeScript","0","0","false","2026-06-24T10:19:13Z","axios-react|expressjs|firebase-admin-sdk|firebase-auth|leaflet-map|mongodb-database|nodejs|react|react-hook-form|stripe-payments|tanstack-query","nodejs employee scheduling","200","2026-08-13T07:50:01.250Z",""
"Pes2ug23am092/Leave_management_system","https://github.com/Pes2ug23am092/Leave_management_system","https://api.github.com/repos/Pes2ug23am092/Leave_management_system","A full-stack Leave Management System built with React, Node.js, Express, and MySQL. The application supports employee, manager, and admin workflows with secure JWT-based authentication, role-based access control, RESTful APIs, automated email notifications, scheduled background jobs, and role-specific dashboards for efficient leave management.","JavaScript","0","0","false","2026-07-22T18:03:29Z","expressjs|mysql|nodejs|reactjs","nodejs employee scheduling","200","2026-08-13T07:50:01.216Z",""
"Madhusmita47/ghs_automationservices","https://github.com/Madhusmita47/ghs_automationservices","https://api.github.com/repos/Madhusmita47/ghs_automationservices","Developed REST API in Node,Express.js and MySQL for the Golden Harvest Scheme project, automating scheme management and sending due reminders via WhatsApp, IVRS, and Telegram. Implemented modules for employee management, attendance, and expenses. Scheduled cron jobs for daily Excel and PDF reports delivery via Telegram.","","0","0","false","2024-03-14T11:27:21Z","express-js|ivrs|javascript|mysql-database|nodejs","nodejs employee scheduling","200","2026-08-13T07:50:02.073Z",""
"Shaldonbarnes10/Xenos_Airport_Operations","https://github.com/Shaldonbarnes10/Xenos_Airport_Operations","https://api.github.com/repos/Shaldonbarnes10/Xenos_Airport_Operations","“XENOS” is a comprehensive airport operation management system  designed as a database-driven application to efficiently streamline and  manage core airport activities. It handles critical aspects such as flight  schedules, passenger information, and reporting functionalities tailored  for airport staff, employees, and crew members.","JavaScript","0","0","false","2025-06-20T13:36:59Z","css3|expressjs|git|github|html5|javascript|nodejs|postgresql-database|sql","nodejs employee scheduling","200","2026-08-13T07:50:02.075Z",""
"SimranMandal0211/Placement_Cell_APP","https://github.com/SimranMandal0211/Placement_Cell_APP","https://api.github.com/repos/SimranMandal0211/Placement_Cell_APP","This web application will facilitate storing and managing student details, course scores, interview information, and results. Users can sign up and sign in as employees to access the system. They can view and add new student records, schedule and manage interviews, and allocate students to interviews, including marking result statuses","JavaScript","0","0","false","2023-09-26T08:27:02Z","css|dotenv|ejs|expressjs|gulp|mongodb|mongoose|nodejs|passport","nodejs employee scheduling","200","2026-08-13T07:50:02.168Z",""
"gauravsonii/BizzTrack_Employee_management_system","https://github.com/gauravsonii/BizzTrack_Employee_management_system","https://api.github.com/repos/gauravsonii/BizzTrack_Employee_management_system","BizzTrack is a full-stack web application designed to manage various aspects of a business, such as assets, employees, payroll, projects, and more. The project consists of a Node.js/Express backend with a MySQL database and a React frontend styled with Tailwind CSS.","HTML","23","0","false","2025-12-22T15:06:29Z","bizztrack|management-system","react payroll management","200","2026-08-13T07:50:01.858Z",""
"Mario-Kart-Felix/solar-wind-hacker-book","https://github.com/Mario-Kart-Felix/solar-wind-hacker-book","https://api.github.com/repos/Mario-Kart-Felix/solar-wind-hacker-book","2020 was a roller coaster of major, world-shaking events. We all couldn't wait for the year to end. But just as 2020 was about to close, it pulled another fast one on us: the SolarWinds hack, one of the biggest cybersecurity breaches of the 21st century.  The SolarWinds hack was a major event not because a single company was breached, but because it triggered a much larger supply chain incident that affected thousands of organizations, including the U.S. government.  What is SolarWinds? SolarWinds is a major software company based in Tulsa, Okla., which provides system management tools for network and infrastructure monitoring, and other technical services to hundreds of thousands of organizations around the world. Among the company's products is an IT performance monitoring system called Orion.   As an IT monitoring system, SolarWinds Orion has privileged access to IT systems to obtain log and system performance data. It is that privileged position and its wide deployment that made SolarWinds a lucrative and attractive target.  What is the SolarWinds hack? The SolarWinds hack is the commonly used term to refer to the supply chain breach that involved the SolarWinds Orion system.  In this hack, suspected nation-state hackers that have been identified as a group known as Nobelium by Microsoft -- and often simply referred to as the SolarWinds Hackers by other researchers -- gained access to the networks, systems and data of thousands of SolarWinds customers. The breadth of the hack is unprecedented and one of the largest, if not the largest, of its kind ever recorded.  More than 30,000 public and private organizations -- including local, state and federal agencies -- use the Orion network management system to manage their IT resources. As a result, the hack compromised the data, networks and systems of thousands when SolarWinds inadvertently delivered the backdoor malware as an update to the Orion software.  SolarWinds customers weren't the only ones affected. Because the hack exposed the inner workings of Orion users, the hackers could potentially gain access to the data and networks of their customers and partners as well -- enabling affected victims to grow exponentially from there.  Orion Platform hack compromised networks of thousands of SolarWinds customers Hackers compromised a digitally signed SolarWinds Orion network monitoring component, opening a backdoor into the networks of thousands of SolarWinds government and enterprise customers. How did the SolarWinds hack happen? The hackers used a method known as a supply chain attack to insert malicious code into the Orion system. A supply chain attack works by targeting a third party with access to an organization's systems rather than trying to hack the networks directly.  The third-party software, in this case the SolarWinds Orion Platform, creates a backdoor through which hackers can access and impersonate users and accounts of victim organizations. The malware could also access system files and blend in with legitimate SolarWinds activity without detection, even by antivirus software.  SolarWinds was a perfect target for this kind of supply chain attack. Because their Orion software is used by many multinational companies and government agencies, all the hackers had to do was install the malicious code into a new batch of software distributed by SolarWinds as an update or patch.  The SolarWinds hack timeline Here is a timeline of the SolarWinds hack:  September 2019. Threat actors gain unauthorized access to SolarWinds network October 2019. Threat actors test initial code injection into Orion Feb. 20, 2020. Malicious code known as Sunburst injected into Orion March 26, 2020. SolarWinds unknowingly starts sending out Orion software updates with hacked code According to a U.S. Department of Homeland Security advisory, the affected versions of SolarWinds Orion are versions are 2019.4 through 2020.2.1 HF1.  More than 18,000 SolarWinds customers installed the malicious updates, with the malware spreading undetected. Through this code, hackers accessed SolarWinds's customer information technology systems, which they could then use to install even more malware to spy on other companies and organizations.  Who was affected? According to reports, the malware affected many companies and organizations. Even government departments such as Homeland Security, State, Commerce and Treasury were affected, as there was evidence that emails were missing from their systems. Private companies such as FireEye, Microsoft, Intel, Cisco and Deloitte also suffered from this attack.  The breach was first detected by cybersecurity company FireEye. The company confirmed they had been infected with the malware when they saw the infection in customer systems. FireEye labeled the SolarWinds hack ""UNC2452"" and identified the backdoor used to gain access to its systems through SolarWinds as ""Sunburst.""  Microsoft also confirmed that it found signs of the malware in its systems, as the breach was affecting its customers as well. Reports indicated Microsoft's own systems were being used to further the hacking attack, but Microsoft denied this claim to news agencies. Later, the company worked with FireEye and GoDaddy to block and isolate versions of Orion known to contain the malware to cut off hackers from customers' systems.  They did so by turning the domain used by the backdoor malware used in Orion as part of the SolarWinds hack into a kill switch. The kill switch here served as a mechanism to prevent Sunburst from operating further.  Nonetheless, even with the kill switch in place, the hack is still ongoing. Investigators have a lot of data to look through, as many companies using the Orion software aren't yet sure if they are free from the backdoor malware. It will take a long time before the full impact of the hack is known.   Why did it take so long to detect the SolarWinds attack? With attackers having first gained access to the SolarWinds systems in September 2019 and the attack not being publicly discovered or reported until December 2020, attackers may well have had 14 or more months of unfettered access.  The time it takes between when an attacker is able to gain access and the time an attack is actually discovered is often referred to as dwell time. According to a report released in January 2020 by security firm CrowdStrike, the average dwell time in 2019 was 95 days. Given that it took well over a year from the time the attackers first entered the SolarWinds network until the breach was discovered, the dwell time in the attack exceeded the average.  The question of why it took so long to detect the SolarWinds attack has a lot to do with the sophistication of the Sunburst code and the hackers that executed the attack.  ""Analysis suggests that by managing the intrusion through multiple servers based in the United States and mimicking legitimate network traffic, the attackers were able to circumvent threat detection techniques employed by both SolarWinds, other private companies, and the federal government,"" SolarWinds said in its analysis of the attack.  FireEye, which was the first firm to publicly report the attack, conducted its own analysis of the SolarWinds attack. In its report, FireEye described in detail the complex series of action that the attackers took to mask their tracks. Even before Sunburst attempts to connect out to its command-and-control server, the malware executes a number of checks to make sure no antimalware or forensic analysis tools are running.  What was the purpose of the hack? The purpose of the hack remains largely unknown. Still, there are many reasons hackers would want to get into an organization's system, including having access to future product plans or employee and customer information held for ransom. It is also not yet clear what information, if any, hackers stole from government agencies. But the level of access appears to be deep and broad.  There are speculations that many enterprises might be collateral damage, as the main focus of the attack was government agencies that make use of the SolarWinds IT management systems.  Who was responsible for the hack? Federal investigators and cybersecurity agents believe a Russian espionage operation -- mostly likely Russia's Foreign Intelligence Service -- is behind the SolarWinds attack.  The Russian government has denied any involvement in the attack, releasing a statement that said, ""Malicious activities in the information space contradicts the principles of the Russian foreign policy, national interests and understanding of interstate relations."" They also added that ""Russia does not conduct offensive operations in the cyber domain.""  Contrary to experts in his administration, then-President Donald Trump hinted at around the time of the discovery of the SolarWinds hack that Chinese hackers might be behind the cybersecurity attack. However, he did not present any evidence to back up his claim.  Shortly after his inauguration, President Joe Biden vowed that his administration intended to hold Russia accountable, through the launch of a full-scale intelligence assessment and review of the SolarWinds attack and those behind it. The president also created the position of deputy national security adviser for cybersecurity as part of the National Security Council. The role, held by veteran intelligence operative Anne Neuberger, is part of an overall bid by the Biden administration to refresh the federal government's approach to cybersecurity and better respond to nation-state actors.  Naming the attack: What is Solorigate, Sunburst and Nobelium? The SolarWinds attack has a number of different names associated with it. While the attack is often referred to simply as the SolarWinds attack, that isn't the only name to know.  Sunburst. This is the name of the actual malicious code injection that was planted by hackers into the SolarWinds Orion IT monitoring system code. Both SolarWinds and CrowdStrike generally refer to the attack as Sunburst. Solorigate. Microsoft initially dubbed the actual threat actor group behind the SolarWinds attack as Solorigate. It's a name that stuck and was adopted by other researchers as well as media. Nobelium. In March 2021, Microsoft decided that the primary designation for the threat actor behind the SolarWinds attack should actually be Nobelium -- the idea being that the group is active against multiple victims -- not just SolarWinds -- and uses more malware than just Sunburst. The China connection to the SolarWinds attack While it is suspected that the initial Sunburst code and the attack against SolarWinds and its users came from a threat actor based in Russia, other nation-state threat actors have also used SolarWinds in attacks.  According to a Reuters report, suspected nation-state hackers based in China exploited SolarWinds during the same period of time the Sunburst attack occurred. The suspected China-based threat actors targeted the National Finance Center, which is a payroll agency within the U.S. Department of Agriculture.  It is suspected that the China-based attackers did not use Sunburst, but rather a different malware that SolarWinds identifies as Supernova.  Why is the SolarWinds hack important? The SolarWinds supply chain attack is a global hack, as threat actors turned the Orion software into a weapon gaining access to several government systems and thousands of private systems around the world. Due to the nature of the software -- and by extension the Sunburst malware -- having access to entire networks, many government and enterprise networks and systems face the risk of significant breaches.  The hack could also be the catalyst for rapid, broad change in the cybersecurity industry. Many companies and government agencies are now in the process of devising new methods to react to these types of attacks before they happen. Governments and organizations are learning that it is not enough to build a firewall and hope it protects them. They have to actively seek out vulnerabilities in their systems, and either shore them up or turn them into traps against these types of attacks.  Since the hack was discovered, SolarWinds has recommended customers update their existing Orion platform. The company has released patches for the malware and other potential vulnerabilities discovered since the initial Orion attack. SolarWinds also recommended customers not able to update Orion isolate SolarWinds servers and/or change passwords for accounts that have access to those servers.  The greater White House cybersecurity focus will be crucial, some industry experts have said. But organizations should consider adopting modern software-as-a-service tools for monitoring and collaboration. While the cybersecurity industry has significantly advanced in the last decade, these kinds of attacks show that there is still a long way to go to get really secure systems.  The Nobelium group continues to attack targets The suspected threat actor group behind the SolarWinds attack has remained active in 2021 and hasn't stopped at just targeting SolarWinds. On May 27, 2021, Microsoft reported that Nobelium, the group allegedly behind the SolarWinds attack, infiltrated software from email marketing service Constant Contact. According to Microsoft, Nobelium targeted approximately 3,000 email accounts at more than 150 different organizations.  The initial attack vector appears to be an account used by USAID. From that initial foothold, Nobelium was able to send out phishing emails in an attempt to get victims to click on a link that would deploy a backdoor Trojan designed to steal user information.","","22","3","false","2026-08-11T12:06:16Z","","react payroll management","200","2026-08-13T07:50:02.139Z",""
"nandwalritik/PayrollManagement","https://github.com/nandwalritik/PayrollManagement","https://api.github.com/repos/nandwalritik/PayrollManagement","","JavaScript","18","9","false","2026-07-13T08:37:15Z","nodejs|payroll-management-system|postgresql-database|react","react payroll management","200","2026-08-13T07:50:01.980Z",""
"Hilmacs/Hilmacs-Advanced-School-Info-Management-System","https://github.com/Hilmacs/Hilmacs-Advanced-School-Info-Management-System","https://api.github.com/repos/Hilmacs/Hilmacs-Advanced-School-Info-Management-System","World's first node-react, web based school management system having 255 modules for free with a free API portal, finance , payroll, stock management , academics, discipline , custom reports ,  recall , and so much more ","","15","4","false","2026-01-10T17:02:32Z","academic|alternative-quickbooks|api-server|bootstrap|discipline|finance|javascript|json|json-api|payroll|php|recall|reporting|school-education|school-management|school-project|school-systems|stock-management|system|vendor","react payroll management","200","2026-08-13T07:50:01.992Z",""
"akshatgarg12/The-Office","https://github.com/akshatgarg12/The-Office","https://api.github.com/repos/akshatgarg12/The-Office","An human resource management application with complete features like attendance, payroll / vacation request , discussion tab and kanban boards.","JavaScript","15","2","false","2025-07-01T03:34:20Z","express|graphql|mern|mongodb|nodejs|react|reactjs","react payroll management","200","2026-08-13T07:50:01.964Z",""
"alfredang/AI-LMS-TMS","https://github.com/alfredang/AI-LMS-TMS","https://api.github.com/repos/alfredang/AI-LMS-TMS","Self-hosted AI-powered Learning & Training Management System for Singapore's SkillsFuture ecosystem. Features SSG/TPGateway API integration, multi-role access, OTP login, QuickBooks finance workflows, and AI agent automation.","TypeScript","15","6","false","2026-08-13T03:37:08Z","api|coolify|lms|multi-tenant|nextjs|payroll|postgresql|quickbooks|react|self-hosted|skillsfuture|ssg|tms|training-management|typescript|wsq","react payroll management","200","2026-08-13T07:50:02.844Z",""
"regulussol/Employee_Payroll","https://github.com/regulussol/Employee_Payroll","https://api.github.com/repos/regulussol/Employee_Payroll","Employee Payroll/Salary Management App This repository is updated to Angular 11.0 Now. Please install latest Angular 11 cli before starting this project, in case of any issue, please open a GitHub Issue and include detail error screenshots. YouTube Video Tutorial !! Objective: This document serves as an Installation Guide for Elish HCM Cloud free commmunity version Desktop/Mobile App.  Tools: MEAN Stack (latest) Angular 9.0, NodeJS 10.8, Express, GraphQL and MongoDB 4.0 or MYSQL Using this design pattern, any old client/server software (like VB/SQL or JAVA/Oracle) can be converted to new design to replace or run in parallel with original software. You can easliy deploy this as an exe desktop app, host it over premises or over cloud or create an Android & iOS mobile app easily. This design pattern is built for Big Data technologies and supports millions of transactions. Also, this design pattern can be applied to any front end like React, VueJS, HTML/JS/Bootstrap/Project clarityto get any front-end look and feel. And Same concepts can applied to connect to almost any database of owners choice at the backend like MYSQL, MS SQL Server, Oracle or CouchDB, MongoDB, Google Firebase etc.  What's included : In this repository, Only Employee Management, Payroll/Salary, Voucher and Expense modules is included. Elish HCM Cloud v1.1.8 Elish HCM Cloud provide a completely free desktop and mobile app for managing Employee, Payables, Payroll, Attendance (GPS & Picture), Visitor (GPS & Picture) and other management modules.  future update/version/releases after v1.1.8 baseline release, will include new features and bug fixes for free under community license. For enhancement/feature requests, please open a new issue at this Github Repository.  App Choices: #A. Elish HCM Cloud also provide a free web and mobile Enterprise app, hosted on Google Cloud with Google Firebase/Firestore database at:  https://alivetracking.com Google Playstore - https://alivetracking.com  #B. For Community/Developer edition, developers can download a copy of ""out of the box installable software package"" or complete source code for free.  Below documentation serves as installation instruciton for point #B mentioned above.  Installation Instruction for ""out of the box Installable Desktop/Mobile App"" Community/Developers Open Source Code guide Installation Instruction for ""out of the box Installable Desktop/Mobile App"" ------------------------------------------------------------------------------------ By dafault, Elish HCM Cloud Community Edition is bundled with MongoDB. However, Other database supported on v1.1.8 release are MYSQL, MS SQL Server, PostGreSQL, CouchDB, Google Firebase/FireStore, MongoDB  If you wish to migrate/upgrade your old desktop or client/server software to enterprise desktop/mobile app, please write to info@elishconsulting.com for Enterprise version upgrade.  README.STEP-1-DB-INSTALLATION README.STEP-2-MIDDLEWARE README.STEP-3-FRONT-END README.STEP-4-Deploy/Host code over cloud Step 4 - will be udpated later.","","8","1","false","2025-05-25T12:03:16Z","","react payroll management","200","2026-08-13T07:50:02.735Z",""
"Sanchitv3/GeekTrack-HRMS","https://github.com/Sanchitv3/GeekTrack-HRMS","https://api.github.com/repos/Sanchitv3/GeekTrack-HRMS","Comprehensive HR Management System A complete HR Management System featuring a ReactJS-powered admin panel for desktop and a React Native mobile app for iOS/Android. Includes employee management, project tracking, timesheets, leave requests, attendance monitoring, payroll processing and secure payslip generation.","TypeScript","7","1","false","2025-09-30T12:27:32Z","","react payroll management","200","2026-08-13T07:50:02.663Z",""
"alfredang/ai-hrms","https://github.com/alfredang/ai-hrms","https://api.github.com/repos/alfredang/ai-hrms","AI-powered HR Management System with employee management, leave tracking, Singapore CPF payroll, expense claims, and Gemini chatbot. Built with Next.js 14, TypeScript, Prisma, and Neon Postgres.","TypeScript","6","3","false","2026-08-07T04:00:33Z","ai-hrms|hrm|neondb|nextjs|react|vercel","react payroll management","200","2026-08-13T07:50:02.908Z",""
"munawarkazmi/safina-portal-showcase","https://github.com/munawarkazmi/safina-portal-showcase","https://api.github.com/repos/munawarkazmi/safina-portal-showcase","Production school management system running a real institute every day: seven tailored roles, admissions, attendance, homework, cash-based billing with proration, payroll, library, facilities, digital ID cards, and a full audit trail. React, TypeScript, Supabase. Source available to read, not reuse.","TypeScript","4","0","false","2026-08-04T14:47:00Z","billing|education|fullstack|payroll|postgresql|rbac|react|school-management-system|supabase|typescript","react payroll management","200","2026-08-13T07:50:02.640Z",""
"hesbonangwenyi606/Payroll-System","https://github.com/hesbonangwenyi606/Payroll-System","https://api.github.com/repos/hesbonangwenyi606/Payroll-System","The Payroll Management System is a software solution that automates employee salary processing, including calculations, deductions, and payslip generation. It helps HR and finance teams manage payroll accurately and efficiently while reducing manual errors. Employees can securely access their payslips, and the system generates reports for better de","TypeScript","3","0","false","2026-08-03T07:23:15Z","aws|docker|jwt-authentication|nodejs|postgresql|react|tailwindcss","react payroll management","200","2026-08-13T07:50:02.761Z",""
"sualihh/payroll-management-sytem-using-react-js-postgers-sequlize-","https://github.com/sualihh/payroll-management-sytem-using-react-js-postgers-sequlize-","https://api.github.com/repos/sualihh/payroll-management-sytem-using-react-js-postgers-sequlize-","","JavaScript","2","0","false","2026-05-04T06:50:02Z","","react payroll management","200","2026-08-13T07:50:02.773Z",""
"zhuonixian/salary-desktop","https://github.com/zhuonixian/salary-desktop","https://api.github.com/repos/zhuonixian/salary-desktop","Desktop salary calculation tool with employee management, OCR attendance, tax & payroll export","Rust","2","0","false","2026-08-11T01:46:24Z","chinese|desktop-app|ocr|payroll|react|rust|salary|sqlite|tauri|typescript","react payroll management","200","2026-08-13T07:50:02.772Z",""
"tristanfelizarta/pacecale","https://github.com/tristanfelizarta/pacecale","https://api.github.com/repos/tristanfelizarta/pacecale","An open-source capstone project payroll management system using react.js, next.js, chakra-ui, next-auth, and mongodb.","JavaScript","2","0","false","2024-07-04T21:56:54Z","chakra-ui|mongodb|next-auth|nextjs|react|vercel","react payroll management","200","2026-08-13T07:50:03.522Z",""
"kartik99917/Staffspere-Employee-Management-System","https://github.com/kartik99917/Staffspere-Employee-Management-System","https://api.github.com/repos/kartik99917/Staffspere-Employee-Management-System","StaffSphere Employee Management System is a tool for managing employee records, attendance, payroll, and performance. Built with React.js, Java, and MySQL, it streamlines HR processes, enhances efficiency, and ensures secure data management for businesses.","JavaScript","2","0","false","2026-07-11T21:53:05Z","","react payroll management","200","2026-08-13T07:50:03.559Z",""
"foomz/human_resource_management","https://github.com/foomz/human_resource_management","https://api.github.com/repos/foomz/human_resource_management","This project is a web application built using React for the frontend and Django for the backend. It provides a login system and various HR-related functionalities such as employee management, attendance tracking, recruiting, onboarding, payroll management, and more.","JavaScript","2","0","false","2025-11-16T17:09:52Z","","react payroll management","200","2026-08-13T07:50:03.617Z",""
"AnjaleeThennakoon/HR-System","https://github.com/AnjaleeThennakoon/HR-System","https://api.github.com/repos/AnjaleeThennakoon/HR-System","A full-stack HR management system with attendance tracking, overtime calculation, and payroll automation. Built using Django REST Framework and React.js.","JavaScript","2","0","false","2026-08-07T01:41:39Z","","react payroll management","200","2026-08-13T07:50:03.525Z",""
"aryanjain28/frontend","https://github.com/aryanjain28/frontend","https://api.github.com/repos/aryanjain28/frontend","Empower small businesses with a versatile software: role-based access, task delegation, payroll, HR management, client tracking, and scalability, fortified by Amazon and Firebase integration.","TypeScript","2","0","false","2023-10-12T19:21:03Z","backend|frontend|full-stack|mysql|nodejs|react|web","react payroll management","200","2026-08-13T07:50:03.402Z",""
"jamesafful25/Employee-Managment-System-App","https://github.com/jamesafful25/Employee-Managment-System-App","https://api.github.com/repos/jamesafful25/Employee-Managment-System-App","Full-stack Employee Management System with role-based access, payroll, attendance, leave tracking, performance management, reporting, and email notifications. Built with Node.js, Express, React, Tailwindcss, Sequelize, and MySQL using scalable, production-ready architecture.","JavaScript","2","0","false","2026-06-18T09:43:36Z","","react payroll management","200","2026-08-13T07:50:03.448Z",""
"sherrytelli/HRMS","https://github.com/sherrytelli/HRMS","https://api.github.com/repos/sherrytelli/HRMS","this is a simple HRMS system that allows attendence tracking, messaging, leave request management, and payroll management features. This project is build on the PERN (Postgre SQL, Express.js, React.js, Node.js) stack.","JavaScript","2","0","false","2025-10-15T16:49:20Z","","react payroll management","200","2026-08-13T07:50:03.637Z",""
